Unnamed: 0,store,day_of_week,date,sales,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2_since_week,promo2_since_year,is_promo,year,month,week_of_year,year_week,competition_since,competition_time_month,promo_since,promo_time_week,day
841924,938,5,2013-01-04,7411,0,regular_day,1,a,basic,2820,9,2009,0,1,2013,0,2013,1,1,2013-00,2009-09-01,40,2012-12-31,0,4
841925,939,5,2013-01-04,6099,0,regular_day,1,d,basic,1340,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841926,940,5,2013-01-04,6127,0,regular_day,0,d,extended,6470,9,2012,0,1,2013,0,2013,1,1,2013-00,2012-09-01,4,2012-12-31,0,4
841927,941,5,2013-01-04,3177,0,regular_day,1,a,basic,1200,12,2011,1,31,2013,1,2013,1,1,2013-00,2011-12-01,13,2013-07-29,-30,4
841928,942,5,2013-01-04,5604,0,regular_day,1,d,extended,6860,1,2013,1,18,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-04-25,88,4
841929,943,5,2013-01-04,6198,0,regular_day,1,d,extended,18020,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841930,944,5,2013-01-04,7263,0,regular_day,1,c,basic,1670,7,2015,0,1,2013,0,2013,1,1,2013-00,2015-07-01,-31,2012-12-31,0,4
841931,945,5,2013-01-04,3539,0,regular_day,1,a,extended,12480,3,2011,0,1,2013,0,2013,1,1,2013-00,2011-03-01,22,2012-12-31,0,4
841932,946,5,2013-01-04,3626,0,regular_day,1,a,basic,2220,12,2011,1,14,2015,1,2013,1,1,2013-00,2011-12-01,13,2015-03-30,-117,4
841933,947,5,2013-01-04,7192,0,regular_day,1,a,basic,460,3,2014,1,13,2010,1,2013,1,1,2013-00,2014-03-01,-15,2010-03-22,145,4
841934,948,5,2013-01-04,3497,0,regular_day,1,b,extra,1430,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841935,949,5,2013-01-04,4709,0,regular_day,1,a,basic,870,3,2006,0,1,2013,0,2013,1,1,2013-00,2006-03-01,83,2012-12-31,0,4
841936,950,5,2013-01-04,4627,0,regular_day,1,a,basic,8460,11,1994,0,1,2013,0,2013,1,1,2013-00,1994-11-01,221,2012-12-31,0,4
841937,951,5,2013-01-04,6112,0,regular_day,1,d,extended,710,1,2013,1,40,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-09-26,66,4
841938,952,5,2013-01-04,6342,0,regular_day,1,d,extended,6300,10,2013,0,1,2013,0,2013,1,1,2013-00,2013-10-01,-9,2012-12-31,0,4
841939,953,5,2013-01-04,4916,0,regular_day,1,a,basic,19830,4,2006,1,22,2011,0,2013,1,1,2013-00,2006-04-01,82,2011-05-23,84,4
841940,954,5,2013-01-04,5343,0,regular_day,1,a,basic,390,2,2013,1,10,2014,1,2013,1,1,2013-00,2013-02-01,-1,2014-03-03,-61,4
841941,955,5,2013-01-04,2810,0,regular_day,1,d,extended,1690,7,2009,1,36,2013,0,2013,1,1,2013-00,2009-07-01,42,2013-09-02,-35,4
841942,956,5,2013-01-04,3424,0,regular_day,1,a,basic,2330,10,2014,1,18,2011,0,2013,1,1,2013-00,2014-10-01,-22,2011-04-25,88,4
841943,957,5,2013-01-04,6318,0,regular_day,1,d,extended,1420,11,2012,0,1,2013,0,2013,1,1,2013-00,2012-11-01,2,2012-12-31,0,4
841944,958,5,2013-01-04,4559,0,regular_day,1,a,basic,440,11,2013,0,1,2013,0,2013,1,1,2013-00,2013-11-01,-11,2012-12-31,0,4
841945,959,5,2013-01-04,6634,0,regular_day,1,a,extended,1060,12,2005,0,1,2013,0,2013,1,1,2013-00,2005-12-01,86,2012-12-31,0,4
841946,960,5,2013-01-04,5552,0,regular_day,1,d,basic,8990,1,2013,1,31,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-07-27,179,4
841947,961,5,2013-01-04,5727,0,regular_day,1,d,extended,9430,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841948,962,5,2013-01-04,5293,0,regular_day,1,c,basic,260,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841949,963,5,2013-01-04,9524,0,regular_day,0,a,extended,23620,11,2013,0,1,2013,0,2013,1,1,2013-00,2013-11-01,-11,2012-12-31,0,4
841950,964,5,2013-01-04,8018,0,regular_day,1,a,basic,270,1,2013,1,5,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-01-28,-4,4
841951,965,5,2013-01-04,6851,0,regular_day,1,a,extended,110,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841952,966,5,2013-01-04,4088,0,regular_day,1,a,basic,760,2,2008,0,1,2013,0,2013,1,1,2013-00,2008-02-01,59,2012-12-31,0,4
841953,967,5,2013-01-04,9240,0,regular_day,1,a,extended,3560,9,2013,1,36,2013,1,2013,1,1,2013-00,2013-09-01,-8,2013-09-02,-35,4
841954,968,5,2013-01-04,6133,0,regular_day,0,c,basic,1190,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841955,969,5,2013-01-04,1458,0,regular_day,1,a,extended,600,11,1999,1,10,2013,1,2013,1,1,2013-00,1999-11-01,160,2013-03-04,-9,4
841956,970,5,2013-01-04,3385,0,regular_day,1,a,basic,910,12,2014,1,37,2009,1,2013,1,1,2013-00,2014-12-01,-24,2009-09-07,173,4
841957,971,5,2013-01-04,7095,0,regular_day,1,c,basic,1140,5,2011,1,14,2012,0,2013,1,1,2013-00,2011-05-01,20,2012-03-26,40,4
841958,972,5,2013-01-04,2781,0,regular_day,1,a,basic,14960,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841959,973,5,2013-01-04,4102,0,regular_day,1,d,extended,330,1,2013,1,28,2012,1,2013,1,1,2013-00,2013-01-01,0,2012-07-02,26,4
841960,974,5,2013-01-04,8955,0,regular_day,1,a,basic,150,3,2011,1,40,2014,1,2013,1,1,2013-00,2011-03-01,22,2014-09-29,-91,4
841961,975,5,2013-01-04,8416,0,regular_day,1,a,extended,9630,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
841962,976,5,2013-01-04,6635,0,regular_day,1,a,basic,4180,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841963,977,5,2013-01-04,2941,0,regular_day,1,a,basic,520,9,2005,1,13,2010,1,2013,1,1,2013-00,2005-09-01,89,2010-03-22,145,4
841964,978,5,2013-01-04,6366,0,regular_day,0,c,extended,3890,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841965,979,5,2013-01-04,4555,0,regular_day,1,a,extended,2270,11,2005,1,14,2011,1,2013,1,1,2013-00,2005-11-01,87,2011-03-28,92,4
841966,980,5,2013-01-04,6508,0,regular_day,1,a,basic,4420,9,2005,0,1,2013,0,2013,1,1,2013-00,2005-09-01,89,2012-12-31,0,4
841967,981,5,2013-01-04,7045,0,regular_day,1,d,extended,2620,11,2002,0,1,2013,0,2013,1,1,2013-00,2002-11-01,123,2012-12-31,0,4
841968,982,5,2013-01-04,7437,0,regular_day,0,d,basic,21930,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841969,983,5,2013-01-04,10265,0,regular_day,1,a,basic,40,3,2014,1,1,2014,1,2013,1,1,2013-00,2014-03-01,-15,2013-12-30,-52,4
841970,984,5,2013-01-04,5823,0,regular_day,1,c,basic,440,1,2013,1,1,2013,1,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841971,985,5,2013-01-04,7316,0,regular_day,1,c,extended,490,5,2007,1,13,2010,1,2013,1,1,2013-00,2007-05-01,69,2010-03-22,145,4
841972,986,5,2013-01-04,9606,0,regular_day,1,a,basic,620,10,2014,1,18,2014,0,2013,1,1,2013-00,2014-10-01,-22,2014-04-28,-69,4
841973,987,5,2013-01-04,6000,0,regular_day,1,c,basic,1690,6,2007,0,1,2013,0,2013,1,1,2013-00,2007-06-01,68,2012-12-31,0,4
841974,988,5,2013-01-04,3940,0,regular_day,1,a,basic,30,11,2012,0,1,2013,0,2013,1,1,2013-00,2012-11-01,2,2012-12-31,0,4
841975,989,5,2013-01-04,4384,0,regular_day,1,a,basic,1640,6,2006,1,40,2011,1,2013,1,1,2013-00,2006-06-01,80,2011-09-26,66,4
841976,990,5,2013-01-04,6276,0,regular_day,0,d,basic,20930,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841977,991,5,2013-01-04,6231,0,regular_day,1,a,basic,1010,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841978,992,5,2013-01-04,5150,0,regular_day,1,a,basic,2480,7,1990,0,1,2013,0,2013,1,1,2013-00,1990-07-01,274,2012-12-31,0,4
841979,993,5,2013-01-04,7290,0,regular_day,0,d,extended,3460,10,2013,1,10,2014,1,2013,1,1,2013-00,2013-10-01,-9,2014-03-03,-61,4
841980,994,5,2013-01-04,3143,0,regular_day,1,a,basic,2290,7,2011,1,1,2012,1,2013,1,1,2013-00,2011-07-01,18,2011-12-26,53,4
841981,995,5,2013-01-04,7777,0,regular_day,0,d,basic,6560,12,2013,0,1,2013,0,2013,1,1,2013-00,2013-12-01,-12,2012-12-31,0,4
841982,996,5,2013-01-04,5553,0,regular_day,0,c,basic,2870,7,2015,1,13,2010,1,2013,1,1,2013-00,2015-07-01,-31,2010-03-22,145,4
841983,997,5,2013-01-04,5246,0,regular_day,1,d,extended,5840,7,2010,1,37,2009,1,2013,1,1,2013-00,2010-07-01,30,2009-09-07,173,4
841984,998,5,2013-01-04,3595,0,regular_day,1,a,basic,780,9,2005,1,5,2013,0,2013,1,1,2013-00,2005-09-01,89,2013-01-28,-4,4
841985,999,5,2013-01-04,8438,0,regular_day,0,d,extended,15140,2,2002,1,37,2009,1,2013,1,1,2013-00,2002-02-01,133,2009-09-07,173,4
841986,1000,5,2013-01-04,6304,0,regular_day,1,a,extended,2230,5,2009,1,40,2014,1,2013,1,1,2013-00,2009-05-01,44,2014-09-29,-91,4
841987,1001,5,2013-01-04,4542,0,regular_day,1,c,basic,19640,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
841988,1002,5,2013-01-04,4779,0,regular_day,1,d,extended,1130,11,2008,0,1,2013,0,2013,1,1,2013-00,2008-11-01,50,2012-12-31,0,4
841989,1003,5,2013-01-04,7966,0,regular_day,1,a,basic,170,7,2013,1,27,2013,1,2013,1,1,2013-00,2013-07-01,-6,2013-07-01,-26,4
841990,1004,5,2013-01-04,4528,0,regular_day,1,d,extended,970,1,2013,1,9,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-02-21,97,4
841991,1005,5,2013-01-04,5282,0,regular_day,1,a,basic,6480,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841992,1006,5,2013-01-04,4802,0,regular_day,1,c,extended,3890,11,2006,1,5,2013,0,2013,1,1,2013-00,2006-11-01,75,2013-01-28,-4,4
841993,1007,5,2013-01-04,5725,0,regular_day,1,c,extended,4180,9,2012,0,1,2013,0,2013,1,1,2013-00,2012-09-01,4,2012-12-31,0,4
841994,1008,5,2013-01-04,4109,0,regular_day,1,a,extended,30,9,2010,0,1,2013,0,2013,1,1,2013-00,2010-09-01,28,2012-12-31,0,4
841995,1009,5,2013-01-04,4076,0,regular_day,1,a,basic,230,7,2004,1,10,2014,1,2013,1,1,2013-00,2004-07-01,103,2014-03-03,-61,4
841996,1010,5,2013-01-04,6664,0,regular_day,1,d,extended,4610,6,2010,1,18,2010,0,2013,1,1,2013-00,2010-06-01,31,2010-04-26,140,4
841997,1011,5,2013-01-04,5981,0,regular_day,1,a,extended,490,9,2012,1,18,2011,0,2013,1,1,2013-00,2012-09-01,4,2011-04-25,88,4
841998,1012,5,2013-01-04,5776,0,regular_day,1,d,extended,6330,6,2004,1,39,2010,1,2013,1,1,2013-00,2004-06-01,104,2010-09-20,119,4
841999,1013,5,2013-01-04,3631,0,regular_day,1,a,basic,630,2,2015,1,31,2013,0,2013,1,1,2013-00,2015-02-01,-26,2013-07-29,-30,4
842000,1014,5,2013-01-04,12446,0,regular_day,1,a,extended,210,1,2013,1,31,2013,1,2013,1,1,2013-00,2013-01-01,0,2013-07-29,-30,4
842001,1015,5,2013-01-04,4728,0,regular_day,1,d,extended,9910,12,2010,1,9,2011,0,2013,1,1,2013-00,2010-12-01,25,2011-02-21,97,4
842002,1016,5,2013-01-04,4042,0,regular_day,1,c,extended,550,1,2013,1,35,2010,0,2013,1,1,2013-00,2013-01-01,0,2010-08-23,123,4
842003,1017,5,2013-01-04,6303,0,regular_day,0,c,basic,110,11,2008,0,1,2013,0,2013,1,1,2013-00,2008-11-01,50,2012-12-31,0,4
842004,1018,5,2013-01-04,11411,0,regular_day,1,c,extended,140,9,2012,0,1,2013,0,2013,1,1,2013-00,2012-09-01,4,2012-12-31,0,4
842005,1019,5,2013-01-04,6409,0,regular_day,1,d,extended,2740,7,2014,1,13,2010,1,2013,1,1,2013-00,2014-07-01,-19,2010-03-22,145,4
842006,1020,5,2013-01-04,8320,0,regular_day,1,a,basic,40,8,2015,0,1,2013,0,2013,1,1,2013-00,2015-08-01,-32,2012-12-31,0,4
842007,1021,5,2013-01-04,6836,0,regular_day,1,a,basic,1080,5,2011,0,1,2013,0,2013,1,1,2013-00,2011-05-01,20,2012-12-31,0,4
842008,1022,5,2013-01-04,5123,0,regular_day,1,a,extended,1520,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842009,1023,5,2013-01-04,5010,0,regular_day,0,c,basic,3740,2,2002,1,14,2011,1,2013,1,1,2013-00,2002-02-01,133,2011-03-28,92,4
842010,1024,5,2013-01-04,5627,0,regular_day,1,c,extended,1990,1,2012,0,1,2013,0,2013,1,1,2013-00,2012-01-01,12,2012-12-31,0,4
842011,1025,5,2013-01-04,6643,0,regular_day,1,a,basic,720,11,2009,0,1,2013,0,2013,1,1,2013-00,2009-11-01,38,2012-12-31,0,4
842012,1026,5,2013-01-04,8619,0,regular_day,1,c,basic,450,6,2011,1,48,2012,0,2013,1,1,2013-00,2011-06-01,19,2012-11-19,6,4
842013,1027,5,2013-01-04,8223,0,regular_day,1,a,extended,190,6,2008,1,40,2011,1,2013,1,1,2013-00,2008-06-01,55,2011-09-26,66,4
842014,1028,5,2013-01-04,3859,0,regular_day,1,a,basic,150,1,2013,1,31,2013,1,2013,1,1,2013-00,2013-01-01,0,2013-07-29,-30,4
842015,1029,5,2013-01-04,4351,0,regular_day,1,a,basic,1590,3,2006,0,1,2013,0,2013,1,1,2013-00,2006-03-01,83,2012-12-31,0,4
842016,1030,5,2013-01-04,3343,0,regular_day,1,a,basic,36410,4,2008,0,1,2013,0,2013,1,1,2013-00,2008-04-01,57,2012-12-31,0,4
842017,1031,5,2013-01-04,4142,0,regular_day,1,d,basic,590,5,2001,0,1,2013,0,2013,1,1,2013-00,2001-05-01,142,2012-12-31,0,4
842018,1032,5,2013-01-04,10177,0,regular_day,1,d,extended,270,2,2013,1,40,2012,1,2013,1,1,2013-00,2013-02-01,-1,2012-09-24,14,4
842019,1033,5,2013-01-04,12059,0,regular_day,1,a,basic,7680,3,2006,0,1,2013,0,2013,1,1,2013-00,2006-03-01,83,2012-12-31,0,4
842020,1034,5,2013-01-04,5802,0,regular_day,0,a,basic,13750,4,2015,0,1,2013,0,2013,1,1,2013-00,2015-04-01,-28,2012-12-31,0,4
842021,1035,5,2013-01-04,4603,0,regular_day,0,a,basic,27150,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842022,1036,5,2013-01-04,5421,0,regular_day,1,d,extended,9560,1,2013,1,36,2013,1,2013,1,1,2013-00,2013-01-01,0,2013-09-02,-35,4
842023,1037,5,2013-01-04,6615,0,regular_day,1,a,extended,150,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842024,1038,5,2013-01-04,5904,0,regular_day,1,d,basic,17290,10,2013,0,1,2013,0,2013,1,1,2013-00,2013-10-01,-9,2012-12-31,0,4
842025,1039,5,2013-01-04,5812,0,regular_day,1,a,extended,70,6,1990,1,22,2012,0,2013,1,1,2013-00,1990-06-01,275,2012-05-21,32,4
842026,1040,5,2013-01-04,6725,0,regular_day,1,a,basic,4030,2,2013,1,10,2014,1,2013,1,1,2013-00,2013-02-01,-1,2014-03-03,-61,4
842027,1041,5,2013-01-04,5329,0,regular_day,1,c,basic,1600,8,2013,1,40,2014,1,2013,1,1,2013-00,2013-08-01,-7,2014-09-29,-91,4
842028,1042,5,2013-01-04,3627,0,regular_day,1,a,basic,3440,1,2013,1,31,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-07-29,-30,4
842029,1043,5,2013-01-04,8944,0,regular_day,1,c,basic,420,3,2006,0,1,2013,0,2013,1,1,2013-00,2006-03-01,83,2012-12-31,0,4
842030,1044,5,2013-01-04,6062,0,regular_day,1,c,basic,240,4,2015,1,13,2010,1,2013,1,1,2013-00,2015-04-01,-28,2010-03-22,145,4
842031,1045,5,2013-01-04,6351,0,regular_day,1,a,extended,26990,12,2013,0,1,2013,0,2013,1,1,2013-00,2013-12-01,-12,2012-12-31,0,4
842032,1046,5,2013-01-04,7280,0,regular_day,1,d,extended,29070,4,2005,0,1,2013,0,2013,1,1,2013-00,2005-04-01,94,2012-12-31,0,4
842033,1047,5,2013-01-04,4371,0,regular_day,1,a,basic,3750,1,2013,1,45,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-11-02,165,4
842034,1048,5,2013-01-04,5725,0,regular_day,1,d,extended,1860,9,2012,1,40,2012,1,2013,1,1,2013-00,2012-09-01,4,2012-09-24,14,4
842035,1049,5,2013-01-04,3816,0,regular_day,1,a,basic,370,7,2012,1,14,2011,1,2013,1,1,2013-00,2012-07-01,6,2011-03-28,92,4
842036,1050,5,2013-01-04,6111,0,regular_day,1,d,extended,13170,8,2014,1,9,2011,0,2013,1,1,2013-00,2014-08-01,-20,2011-02-21,97,4
842037,1051,5,2013-01-04,4825,0,regular_day,1,c,basic,200,7,1998,1,1,2012,1,2013,1,1,2013-00,1998-07-01,176,2011-12-26,53,4
842038,1052,5,2013-01-04,7141,0,regular_day,1,a,extended,5080,1,2013,1,31,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-07-29,-30,4
842039,1053,5,2013-01-04,7671,0,regular_day,1,a,basic,1710,7,2015,0,1,2013,0,2013,1,1,2013-00,2015-07-01,-31,2012-12-31,0,4
842040,1054,5,2013-01-04,5444,0,regular_day,1,a,extended,13190,1,2013,1,45,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-11-04,-44,4
842041,1055,5,2013-01-04,7579,0,regular_day,1,c,basic,1980,4,2009,0,1,2013,0,2013,1,1,2013-00,2009-04-01,45,2012-12-31,0,4
842042,1056,5,2013-01-04,2076,0,regular_day,1,d,extended,5350,1,2013,1,40,2012,1,2013,1,1,2013-00,2013-01-01,0,2012-09-24,14,4
842043,1057,5,2013-01-04,5192,0,regular_day,1,d,extended,3230,11,2011,0,1,2013,0,2013,1,1,2013-00,2011-11-01,14,2012-12-31,0,4
842044,1058,5,2013-01-04,5467,0,regular_day,1,a,extended,180,1,2013,1,35,2010,0,2013,1,1,2013-00,2013-01-01,0,2010-08-23,123,4
842045,1059,5,2013-01-04,6681,0,regular_day,1,c,basic,3380,4,2013,0,1,2013,0,2013,1,1,2013-00,2013-04-01,-3,2012-12-31,0,4
842046,1060,5,2013-01-04,6257,0,regular_day,1,a,extended,3430,1,2013,1,31,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-07-29,-30,4
842047,1061,5,2013-01-04,5183,0,regular_day,1,d,extended,8110,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842048,1062,5,2013-01-04,6190,0,regular_day,1,d,basic,190,9,2012,1,40,2012,0,2013,1,1,2013-00,2012-09-01,4,2012-09-24,14,4
842049,1063,5,2013-01-04,3621,0,regular_day,1,a,extended,6250,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842050,1064,5,2013-01-04,7673,0,regular_day,1,a,extended,420,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842051,1065,5,2013-01-04,3648,0,regular_day,1,a,basic,1290,1,2013,1,35,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-08-22,71,4
842052,1066,5,2013-01-04,10885,0,regular_day,1,a,basic,3350,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842053,1067,5,2013-01-04,4519,0,regular_day,1,d,extended,12020,7,2009,0,1,2013,0,2013,1,1,2013-00,2009-07-01,42,2012-12-31,0,4
842054,1068,5,2013-01-04,3302,0,regular_day,1,d,extended,5010,1,2013,1,5,2013,1,2013,1,1,2013-00,2013-01-01,0,2013-01-28,-4,4
842055,1069,5,2013-01-04,5414,0,regular_day,1,a,extended,18050,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
842056,1070,5,2013-01-04,5506,0,regular_day,1,c,extended,400,10,2008,0,1,2013,0,2013,1,1,2013-00,2008-10-01,51,2012-12-31,0,4
842057,1071,5,2013-01-04,5575,0,regular_day,1,a,basic,820,3,2012,1,35,2012,0,2013,1,1,2013-00,2012-03-01,10,2012-08-20,19,4
842058,1072,5,2013-01-04,6753,0,regular_day,1,a,extended,5380,8,2015,1,5,2010,0,2013,1,1,2013-00,2015-08-01,-32,2010-01-25,153,4
842059,1073,5,2013-01-04,6467,0,regular_day,1,a,extended,1710,1,2013,1,44,2012,1,2013,1,1,2013-00,2013-01-01,0,2012-10-22,10,4
842060,1074,5,2013-01-04,4894,0,regular_day,0,c,extended,3330,10,2001,1,14,2011,1,2013,1,1,2013-00,2001-10-01,137,2011-03-28,92,4
842061,1075,5,2013-01-04,10233,0,regular_day,1,a,extended,1410,10,2013,0,1,2013,0,2013,1,1,2013-00,2013-10-01,-9,2012-12-31,0,4
842062,1076,5,2013-01-04,3088,0,regular_day,1,a,extended,90,1,2013,1,1,2013,1,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842063,1077,5,2013-01-04,4307,0,regular_day,1,a,basic,3750,11,2001,1,35,2010,0,2013,1,1,2013-00,2001-11-01,136,2010-08-23,123,4
842064,1078,5,2013-01-04,5015,0,regular_day,1,d,extended,670,1,2013,1,40,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-09-26,66,4
842065,1079,5,2013-01-04,8555,0,regular_day,1,a,basic,16680,1,2013,1,37,2009,1,2013,1,1,2013-00,2013-01-01,0,2009-09-07,173,4
842066,1080,5,2013-01-04,8404,0,regular_day,1,a,basic,2410,1,2013,1,40,2014,1,2013,1,1,2013-00,2013-01-01,0,2014-09-29,-91,4
842067,1082,5,2013-01-04,6845,0,regular_day,0,c,basic,440,4,2002,0,1,2013,0,2013,1,1,2013-00,2002-04-01,131,2012-12-31,0,4
842068,1083,5,2013-01-04,3700,0,regular_day,1,d,extended,11540,1,2013,1,5,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-01-28,-4,4
842069,1084,5,2013-01-04,5477,0,regular_day,1,a,basic,190,1,2013,1,13,2010,1,2013,1,1,2013-00,2013-01-01,0,2010-03-22,145,4
842070,1085,5,2013-01-04,6977,0,regular_day,1,c,basic,4030,2,2015,0,1,2013,0,2013,1,1,2013-00,2015-02-01,-26,2012-12-31,0,4
842071,1086,5,2013-01-04,8489,0,regular_day,1,a,basic,180,11,2013,1,18,2011,0,2013,1,1,2013-00,2013-11-01,-11,2011-04-25,88,4
842072,1087,5,2013-01-04,5884,0,regular_day,1,d,extended,2210,11,2011,0,1,2013,0,2013,1,1,2013-00,2011-11-01,14,2012-12-31,0,4
842073,1088,5,2013-01-04,4112,0,regular_day,1,a,basic,4300,3,2009,1,27,2013,1,2013,1,1,2013-00,2009-03-01,46,2013-07-01,-26,4
842074,1089,5,2013-01-04,9112,0,regular_day,1,d,basic,5220,5,2009,0,1,2013,0,2013,1,1,2013-00,2009-05-01,44,2012-12-31,0,4
842075,1090,5,2013-01-04,5241,0,regular_day,0,a,basic,330,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
842076,1091,5,2013-01-04,7228,0,regular_day,1,a,extended,9990,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
842077,1092,5,2013-01-04,9903,0,regular_day,1,a,basic,300,7,2000,1,40,2014,1,2013,1,1,2013-00,2000-07-01,152,2014-09-29,-91,4
842078,1093,5,2013-01-04,8087,0,regular_day,0,c,extended,10450,6,2009,0,1,2013,0,2013,1,1,2013-00,2009-06-01,43,2012-12-31,0,4
842079,1094,5,2013-01-04,4905,0,regular_day,1,d,basic,2380,3,2013,1,40,2014,1,2013,1,1,2013-00,2013-03-01,-2,2014-09-29,-91,4
842080,1095,5,2013-01-04,3675,0,regular_day,1,a,basic,690,6,2007,1,14,2011,1,2013,1,1,2013-00,2007-06-01,68,2011-03-28,92,4
842081,1096,5,2013-01-04,3995,0,regular_day,1,a,extended,1130,1,2013,1,10,2014,0,2013,1,1,2013-00,2013-01-01,0,2014-03-03,-61,4
842082,1097,5,2013-01-04,6430,0,regular_day,1,b,extra,720,3,2002,0,1,2013,0,2013,1,1,2013-00,2002-03-01,132,2012-12-31,0,4
842083,1098,5,2013-01-04,4383,0,regular_day,0,a,basic,1830,11,2004,0,1,2013,0,2013,1,1,2013-00,2004-11-01,99,2012-12-31,0,4
842084,1099,5,2013-01-04,7870,0,regular_day,1,a,extended,200,4,2013,1,14,2013,1,2013,1,1,2013-00,2013-04-01,-3,2013-04-01,-13,4
842085,1100,5,2013-01-04,5808,0,regular_day,1,a,basic,540,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
842086,1101,5,2013-01-04,8013,0,regular_day,1,d,extended,4060,9,2012,0,1,2013,0,2013,1,1,2013-00,2012-09-01,4,2012-12-31,0,4
842087,1102,5,2013-01-04,5979,0,regular_day,1,a,basic,850,11,2012,1,40,2014,1,2013,1,1,2013-00,2012-11-01,2,2014-09-29,-91,4
842088,1103,5,2013-01-04,2709,0,regular_day,1,d,extended,1340,10,2006,1,5,2013,0,2013,1,1,2013-00,2006-10-01,76,2013-01-28,-4,4
842089,1104,5,2013-01-04,5148,0,regular_day,1,d,basic,260,2,2012,1,14,2011,1,2013,1,1,2013-00,2012-02-01,11,2011-03-28,92,4
842090,1105,5,2013-01-04,2906,0,regular_day,1,c,extended,330,11,2008,1,5,2013,0,2013,1,1,2013-00,2008-11-01,50,2013-01-28,-4,4
842091,1106,5,2013-01-04,3956,0,regular_day,1,a,extended,5330,9,2011,1,31,2013,1,2013,1,1,2013-00,2011-09-01,16,2013-07-29,-30,4
842092,1107,5,2013-01-04,3990,0,regular_day,1,a,basic,1400,6,2012,1,13,2010,1,2013,1,1,2013-00,2012-06-01,7,2010-03-22,145,4
842093,1108,5,2013-01-04,5491,0,regular_day,0,a,basic,540,4,2004,0,1,2013,0,2013,1,1,2013-00,2004-04-01,106,2012-12-31,0,4
842094,1109,5,2013-01-04,3596,0,regular_day,1,c,basic,3490,4,2011,1,22,2012,1,2013,1,1,2013-00,2011-04-01,21,2012-05-21,32,4
